X451Lu_Resist_BR2_1	X451Lu_Resist_BR2_2	X451Lu_Resist_BR3_27r	X451Lu_Resist_BR3_28r	X451Lu_Par_Par13	X451Lu_Par_Par19
TTC12	629	99	238	113	398	308
TTC13	1868	231	743	462	1124	1333
TTC14	3875	628	2087	1656	2956	1752
TTC16	0	0	0	1	2	2
TTC17	3423	568	1705	1115	2933	2003
TTC19	4786	723	3135	2083	4027	3495
TTC21A	143	21	26	30	89	43
TTC21B	2820	434	1732	1097	2741	2539
TTC21B-AS1	0	0	0	0	0	0
TTC22	0	0	0	0	0	0
TTC23	1508	258	687	472	785	863
TTC23L	12	3	8	4	12	10
TTC24	0	0	0	0	0	0
TTC25	11	1	3	1	12	19
TTC26	2894	431	719	422	1137	1095
TTC27	1844	265	893	598	1281	1215
TTC28	1595	258	330	336	515	239
TTC28-AS1	771	137	405	225	323	281
TTC29	0	0	0	0	0	0
TTC3	39527	6433	7837	5435	25028	24920
TTC30A	465	81	447	240	333	349
TTC30B	377	53	289	194	238	257
TTC31	1531	250	532	356	962	597
TTC32	422	68	212	158	313	220
TTC33	1303	209	999	754	814	819
TTC34	11	0	2	0	1	2
TTC36	1	0	1	3	1	2
TTC37	18765	2723	9978	6233	16656	16569
TTC38	3283	487	1390	845	1892	1474
TTC39A	96	9	495	328	79	93
TTC39A-AS1	0	0	0	0	0	0
TTC39B	501	67	266	170	387	348
TTC39C	409	54	321	229	560	561
TTC39C-AS1	1	0	3	3	2	5
TTC3P1	1913	287	376	246	1563	1288
TTC4	187	11	80	48	113	87
TTC41P	18	0	11	8	19	7
TTC5	678	111	597	397	571	470
TTC7A	855	122	143	114	322	338
TTC7B	2436	368	714	495	1273	984
TTC8	1712	275	1151	717	1390	997
TTC9	4	2	2	9	1	2
TTC9B	1	0	1	0	0	0
TTC9C	1077	161	378	243	652	666
TTF1	1371	185	755	551	947	1103
TTF2	6901	1002	3291	2153	4114	4705
TTI1	4051	605	2020	1425	2455	2203
TTI2	761	138	381	279	526	593
TTK	3341	415	2758	1632	2700	3549
TTL	14834	2491	6211	4064	11172	9313
TTLL1	827	152	241	143	762	653
TTLL10	0	0	0	0	0	0
TTLL11	114	15	43	29	83	48
TTLL12	5450	716	1835	1277	2878	3133
TTLL13P	16	5	7	5	5	8
TTLL2	0	0	0	0	0	0
TTLL3	84	11	30	20	52	19
TTLL4	6354	902	2397	1645	2816	2466
TTLL5	2396	387	1027	681	1143	1089
TTLL6	9	1	13	5	5	13
TTLL7	898	135	1376	830	465	473
TTLL9	8	8	5	12	5	2
TTN	3	2	2	1	4	1
TTN-AS1	1469	217	1244	724	1303	927
TTPA	11	3	19	10	7	3
TTPAL	5182	709	2182	1417	2326	2132
TTR	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0
TTTY14	0	0	0	0	0	0
TTTY15	0	0	0	0	0	0
TTTY16	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0
TTTY9A	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0
TTYH1	12	1	12	9	9	6
TTYH2	15316	2291	4096	2852	11259	6625
TTYH3	5510	592	572	515	1165	843
TUB	5152	769	2305	1576	1931	1745
TUB-AS1	0	0	0	0	0	0
TUBA1A	11126	1803	5832	3941	4946	9342
TUBA1B	92376	13645	43685	27021	40537	76628
TUBA1C	39510	5905	16286	11225	19165	33421
TUBA3C	0	0	0	0	0	0
TUBA3D	33	2	2	1	17	4
TUBA3E	42	5	3	1	22	9
TUBA3FP	342	40	146	82	143	127
TUBA4A	22	7	4	1	17	31
TUBA4B	0	0	0	0	0	0
TUBA8	226	34	18	8	73	180
TUBAL3	0	0	0	0	0	0
TUBB	79215	10809	31585	19249	29541	46300
TUBB1	0	0	0	0	0	0
TUBB2A	7004	987	3510	1925	2356	3279
TUBB2B	4424	686	1584	884	1253	1756
TUBB3	7574	996	4234	2460	2510	4251
TUBB4A	626	80	44	37	141	169
TUBB4B	14947	1949	3693	2880	5215	6345
TUBB6	2217	332	2546	1416	1301	1649
TUBB8	9	0	1	0	3	3
TUBBP5	58	21	47	22	76	38
TUBD1	903	130	491	313	586	593
TUBE1	492	80	418	239	616	536
TUBG1	3835	554	1156	760	1456	2151
TUBG2	1199	150	365	258	455	572
TUBGCP2	4801	651	1839	1148	2535	2635
TUBGCP3	2855	420	1385	1042	1161	1126
TUBGCP4	1381	201	735	587	817	831
TUBGCP5	2098	291	1361	822	1537	1470
TUBGCP6	4946	780	1883	1130	2963	1330
TUFM	13505	1983	5548	3620	7681	7330
TUFT1	937	149	202	115	459	427
TUG1	10442	1747	4395	3757	6422	5015
TULP1	0	0	0	0	0	0
TULP2	0	2	0	1	0	0
TULP3	2801	449	676	491	1583	1363
TULP4	8552	1153	1895	1551	5617	3938
TUNAR	48	5	1	0	1	2
TUSC1	375	52	278	190	337	284
TUSC2	974	133	310	282	547	586
TUSC3	8766	1531	4490	2666	6456	5616
TUSC5	0	0	0	0	0	0
TUSC7	0	0	0	0	0	0
TUSC8	0	0	0	0	0	0
TUT1	1171	156	285	199	489	429
TVP23A	0	1	7	3	3	1
TVP23B	2974	478	1839	1063	2148	2099
TVP23C	1198	218	545	383	674	595
TVP23C-CDRT4	0	0	0	1	1	0
TWF1	8016	1031	4053	2720	5790	6585
TWF2	2608	412	887	578	2014	1949
TWIST1	609	91	146	111	433	390
TWIST2	0	0	2	0	0	0
TWISTNB	2314	263	1278	935	1606	1727
TWSG1	1638	246	1200	966	1167	989
TXK	8	3	21	6	6	3
TXLNA	15458	2550	6212	4057	10142	8763
TXLNB	1	0	3	5	4	2
TXLNG	1897	266	1200	827	1556	1214
TXLNGY	0	0	0	0	0	0
TXN	9202	1310	4659	2864	5482	7140
TXN2	5577	784	1295	1374	2575	2050
TXNDC11	2257	330	1056	835	1105	1067
TXNDC12	5449	900	2393	1511	3945	3435
TXNDC12-AS1	0	0	0	0	0	0
TXNDC15	3465	561	1863	1305	2466	1688
TXNDC16	1669	250	540	373	890	743
TXNDC17	2213	309	1965	1180	1372	1730
TXNDC2	0	0	0	0	0	0
TXNDC5	341	38	95	50	209	223
TXNDC8	0	0	0	0	0	0
TXNDC9	2488	334	2007	1135	2135	2421
TXNIP	28638	6955	4672	2718	21849	15315
TXNL1	2423	333	1253	741	1761	1358
TXNL4A	3380	507	1924	1170	2432	2750
TXNL4B	576	87	332	215	435	362
TXNRD1	16993	2162	7805	4728	6952	9545
TXNRD2	1127	155	413	325	529	457
TXNRD3	1458	235	462	317	1038	925
TXNRD3NB	0	1	0	0	0	1
TYK2	4110	522	889	661	1965	1658
TYMP	38	4	17	6	32	45
TYMS	2738	287	1005	1278	1029	1312
TYMSOS	46	8	21	14	22	45
TYR	42714	7575	18991	10540	31700	15231
TYRO3	4391	700	1573	1041	1951	1835
TYRO3P	15	2	16	9	8	5
TYROBP	0	0	0	0	0	0
TYRP1	86	7	32	25	14	10
TYSND1	1247	193	628	355	729	636
TYW1	2111	294	1076	696	1570	1357
TYW1B	482	64	268	174	377	333
TYW3	2926	413	1668	1054	2567	2026
TYW5	1459	192	813	497	1057	1119
U2AF1	3718	467	647	768	2502	1752
U2AF1L4	209	50	84	40	115	126
U2AF2	7159	990	3207	2333	4756	3453
U2SURP	8325	1123	6263	3822	6393	6997
UACA	3533	457	1851	1235	2965	3305
UAP1	3343	510	1554	923	1967	2360
UAP1L1	3547	439	970	663	1657	1242
UBA1	14805	2102	4385	3115	6452	6254
UBA2	14057	2111	7592	4947	9939	9421
UBA3	13409	1874	7777	4806	9839	10550
UBA5	2745	361	1107	927	1933	1816
UBA52	20233	3641	8516	4587	16279	12868
UBA6	7778	1127	3815	2264	6066	7147
UBA6-AS1	628	127	329	155	444	323
UBA7	258	58	10	10	50	24
UBAC1	2103	328	757	489	1254	1496
UBAC2	4748	787	2152	1358	1874	1460
UBAC2-AS1	432	62	233	115	166	160
UBALD1	322	60	74	61	159	71
UBALD2	1410	196	257	248	1242	912
UBAP1	1526	221	490	446	863	833
UBAP1L	116	15	118	82	50	56
UBAP2	3013	462	964	711	1576	1168
UBAP2L	8095	1220	1959	1500	4715	2885
UBASH3A	0	0	0	0	0	0
UBASH3B	2762	469	677	465	1142	2042
UBB	98855	17037	40120	24286	61421	59332
UBC	139829	23070	38953	21971	77026	77382
UBD	1	0	3	1	0	0
UBE2A	1504	202	340	281	841	668
UBE2B	2234	310	633	802	1821	1144
UBE2C	6970	907	2904	1838	4495	5983
UBE2D1	1474	182	560	425	763	739
UBE2D2	5132	642	2011	1392	3169	3122
UBE2D3	12232	1796	5519	3353	8188	8782
UBE2D4	522	62	127	96	358	234
UBE2DNL	0	0	0	0	0	0
UBE2E1	4478	687	2077	1516	3952	3313
UBE2E1-AS1	8	1	2	1	7	4
UBE2E2	557	95	207	152	298	213
UBE2E3	2157	338	553	388	1008	908
UBE2E4P	486	73	133	81	210	209
UBE2F	1804	229	889	545	1089	1305
UBE2F-SCLY	1	0	0	0	0	0
UBE2G1	3712	476	1682	1076	2086	2090
UBE2G2	6722	992	2054	1502	3956	4280
UBE2H	10181	1455	2265	1723	4607	4484
UBE2I	5153	803	2207	1843	3268	3211
UBE2J1	6440	801	2385	1906	3804	4212
UBE2J2	2225	312	741	545	1270	1273
UBE2K	5077	671	1253	1454	2734	2427
UBE2L3	9891	1464	5099	3348	5326	6129
UBE2L6	2485	425	738	456	1320	1518
UBE2M	2963	410	1108	892	1637	1993
UBE2MP1	845	133	346	283	504	665
UBE2N	5113	760	2684	1636	3322	3634
UBE2NL	55	10	19	17	34	55
UBE2O	8418	1120	2406	2181	4192	3414
UBE2Q1	5131	817	1516	1009	3432	2839
UBE2Q1-AS1	2	0	0	0	0	0
UBE2Q2	2005	262	1069	745	1546	1272
UBE2Q2L	64	13	57	43	56	32
UBE2Q2P1	142	27	124	78	113	55
UBE2Q2P2	499	53	383	205	390	262
UBE2QL1	151	18	0	0	1	8
UBE2R2	1983	262	549	367	1062	1050
UBE2S	6244	791	1662	1277	4213	6090
UBE2T	2043	304	1238	728	1642	2164
UBE2U	0	0	1	0	1	0
UBE2V1	419	59	305	169	251	226
UBE2V2	3849	499	2476	1540	2369	2847
UBE2W	3876	566	2758	1966	3192	2834
UBE2Z	10375	1774	3083	2164	6840	5192
UBE3A	11188	1490	5379	3666	7363	6633
UBE3B	2574	419	734	538	1286	1188
UBE3C	26117	3652	5540	3634	8399	8899
UBE3D	318	73	239	158	214	201
UBE4A	8799	1183	5316	3122	4976	5421
UBE4B	6541	1080	1913	1343	3443	2800
UBFD1	4192	564	2067	1417	2084	1881
UBIAD1	1117	159	582	440	670	449
UBL3	13355	1947	7672	6622	6191	3653
UBL4A	5829	932	3346	1927	3487	3704
UBL4B	1	1	0	0	2	1
UBL5	3635	618	1606	1026	2395	2093
UBL7	2679	444	1012	632	1285	1225
UBL7-AS1	364	59	199	140	190	263
UBLCP1	2734	352	924	702	1856	1723
UBN1	4880	655	1370	1059	2011	1697
UBN2	5938	832	1032	722	1671	1133
UBOX5	1308	179	334	239	364	495
UBOX5-AS1	0	0	0	0	0	0
UBP1	3714	486	1135	1180	2150	1445
UBQLN1	7914	1076	3574	2894	5676	5291
UBQLN2	768	77	243	187	355	242
UBQLN3	0	0	0	0	0	0
UBQLN4	2194	371	584	398	1298	1026
UBQLNL	1	0	0	0	2	0
UBR1	3952	600	3515	2263	2622	2822
UBR2	4191	627	2089	1372	2667	2467
UBR3	4873	628	2419	1782	3365	3394
UBR4	32350	4412	7032	6310	12859	10589
UBR5	42871	6650	20715	13566	27650	22058
UBR5-AS1	26	7	18	10	9	20
UBR7	4200	536	2113	1487	2468	2799
UBTD1	1523	236	317	214	486	625
UBTD2	6989	1137	1815	1245	2374	2727
UBTF	7054	1145	2447	2049	5024	3314
UBTFL1	0	0	0	0	0	0
UBXN1	3635	662	1188	778	3028	2081
UBXN10	0	0	45	17	10	10
UBXN10-AS1	0	0	0	0	0	1
UBXN11	764	121	186	177	542	334
UBXN2A	2752	389	1311	833	1719	1997
UBXN2B	1636	249	898	683	1201	723
UBXN4	8520	1259	3548	3064	6366	5016
UBXN6	3095	499	704	531	2465	1691
UBXN7	4530	602	957	861	1931	1896
UBXN8	748	119	763	474	799	635
UCA1	3	0	0	0	0	0
UCHL1	4	0	0	0	0	0
UCHL1-AS1	0	0	0	0	0	0
UCHL3	2163	260	1617	946	886	1345
UCHL5	4431	538	1822	1530	2616	2908
UCK1	3125	455	886	602	1879	1602
UCK2	4064	617	1787	1404	2675	2450
UCKL1	2144	284	739	518	1516	1272
UCKL1-AS1	24	6	8	6	5	2
UCMA	0	0	0	0	0	0
UCN	73	7	12	9	32	22
UCN2	9576	1369	3696	2120	3150	5750
UCN3	0	0	0	0	0	0
UCP1	2	0	0	0	0	0
UCP2	62	9	1	4	30	43
UCP3	43	14	18	11	49	33
UEVLD	1452	189	723	425	895	1149
UFC1	2588	441	1338	869	2077	1800
UFD1L	4346	567	2681	1697	3072	3406
UFL1	4106	592	3585	2260	3141	3196
UFM1	5114	785	3115	1820	3369	2487
UFSP1	134	25	58	52	86	76
UFSP2	1865	278	916	524	1357	1530
UG0898H09	0	0	0	0	0	0
UGCG	8651	1218	8417	5230	5904	4282
UGDH	14611	2274	4626	4094	9783	8422
UGDH-AS1	185	36	82	46	111	60
UGGT1	16469	2227	8805	5927	8487	9058
UGGT2	2702	461	2363	1430	1544	1227
UGP2	8125	1127	5915	3920	6532	7630
UGT1A1	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0
UGT2B10	79	0	6	2	2	5
UGT2B11	0	0	0	0	0	0
UGT2B15	0	0	0	0	0	0
UGT2B17	0	0	0	0	0	0
UGT2B28	0	0	0	0	0	0
UGT2B4	0	0	0	0	0	0
UGT2B7	1034	100	262	143	314	376
UGT3A1	0	1	0	0	0	0
UGT3A2	6	0	16	15	0	1
UGT8	937	144	484	347	465	469
UHMK1	15386	2121	6699	4710	11565	13562
UHRF1	4305	592	1297	947	2172	2116
UHRF1BP1	6145	813	1962	1434	3619	3959
UHRF1BP1L	2016	235	858	614	1033	1403
UHRF2	1444	215	1670	1039	1185	1063
UIMC1	2656	418	1045	690	1672	1722
ULBP1	5	0	0	3	1	2
ULBP2	223	30	163	95	70	119
ULBP3	88	11	188	110	77	99
ULK1	810	97	108	106	272	133
ULK2	571	96	817	486	821	637
ULK3	2669	410	1510	869	1720	1368
ULK4	826	137	335	197	461	575
ULK4P1	0	0	0	0	0	0
ULK4P2	0	0	0	0	0	0
ULK4P3	146	14	39	24	70	57
UMAD1	671	115	307	183	456	469
UMOD	0	0	0	0	0	0
UMODL1	5	0	0	0	1	2
UMODL1-AS1	0	0	0	0	0	0
UMPS	3154	477	1860	1134	2271	2061
UNC119	1162	203	343	190	779	721
UNC119B	1834	270	639	526	967	654
UNC13A	56	22	31	15	52	21
UNC13B	4421	708	1266	783	2378	2065
UNC13C	17	3	27	18	11	23
UNC13D	375	53	52	33	694	698
UNC45A	6779	1093	2892	2176	3369	3603
UNC45B	0	1	0	0	0	0
UNC50	2221	301	1580	928	1629	1251
UNC5A	1	1	1	0	0	3
UNC5B	94	20	9	4	1	0
UNC5B-AS1	0	0	0	0	0	0
UNC5C	76	14	107	59	36	30
UNC5CL	35	3	12	9	17	17
UNC5D	0	1	0	0	0	0
UNC79	95	19	28	15	20	13
UNC80	122	16	83	68	6	5
UNC93A	0	0	0	0	0	0
UNC93B1	1371	167	197	107	503	504
UNCX	0	0	0	0	0	0
UNG	2511	388	785	481	2111	1810
UNK	4008	558	1377	1023	2688	1900
UNKL	701	95	256	190	226	177
UNQ6494	0	1	0	0	0	0
UOX	0	1	1	4	0	1
UPB1	1	0	0	0	0	0
UPF1	5963	795	1206	831	2440	1787
UPF2	2887	411	1283	1058	2687	2074
UPF3A	2209	314	1530	1102	1188	951
UPF3B	845	110	205	213	640	429
UPK1A	9	5	5	2	9	6
UPK1A-AS1	66	9	24	11	68	80
UPK1B	0	0	0	0	0	0
UPK2	1	0	0	0	0	0
UPK3A	0	0	0	0	0	0
UPK3B	38	13	29	15	33	19
UPK3BL	119	19	17	15	52	15
UPP1	4236	679	2005	1532	2398	2474
UPP2	0	0	0	0	0	1
UPRT	648	81	1055	727	392	392
UQCC1	3534	586	1936	1192	2093	2101
UQCC2	1566	257	902	551	1334	1322
UQCC3	531	109	264	154	401	278
UQCR10	5982	866	2811	1477	3690	4597
UQCR11	5354	816	1882	1075	3543	2526
UQCRB	12303	1690	7015	3902	10003	8426
UQCRBP1	534	93	341	229	493	373
UQCRC1	13394	2139	3568	2250	6699	8590
UQCRC2	12569	1830	5494	3329	8339	9557
UQCRFS1	5923	865	2852	1816	3266	4923
UQCRH	11058	1721	4727	2563	8050	9001
UQCRHL	6085	995	3155	1414	5467	5473
UQCRQ	7607	1269	3158	1756	5124	5912
URAD	0	0	0	0	0	0
URAHP	18	6	7	1	14	17
URB1	13136	1907	2952	2144	5682	4906
URB1-AS1	394	51	132	72	260	410
URB2	2382	316	1487	1000	1252	1153
URGCP	1629	220	694	460	915	671
URGCP-MRPS24	0	0	0	0	0	2
URI1	5562	915	2953	1973	4479	4383
URM1	1778	277	962	613	911	793
UROC1	34	6	20	13	21	40
UROD	6215	1064	2740	1668	4745	4933
UROS	1741	229	812	523	1296	1267
USB1	701	94	321	274	294	326
USE1	771	125	239	153	517	351
USF1	1497	221	833	539	839	786
USF2	6033	881	1646	1308	3880	3285
USH1C	0	0	0	0	0	0
USH1G	2	0	1	2	0	0
USH2A	24	2	23	8	12	8
USHBP1	0	0	0	0	0	0
USMG5	5051	833	2178	1208	2877	3746
USO1	10943	1554	4632	3061	7164	6932
USP1	7972	1040	4756	3290	6160	7708
USP10	6971	906	3180	2393	3729	3980
USP11	4360	677	1156	1103	2189	1544
USP12	4359	622	2416	1960	2499	2336
USP12-AS1	0	0	0	0	0	0
USP12-AS2	2	1	1	0	0	0
USP13	4831	651	1006	906	2692	2168
USP14	1152	139	632	791	842	698
USP15	2357	314	1468	925	1952	1911
USP16	4634	571	1962	1237	4601	4367
USP17L1	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0
USP17L13	0	0	1	0	0	0
USP17L15	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0
USP17L2	0	0	0	0	0	0
USP17L20	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0
USP18	1259	190	348	190	791	1113
USP19	5001	743	1516	1044	2811	2335
USP2	153	19	27	35	26	31
USP2-AS1	13	4	8	8	6	2
USP20	1546	236	255	187	666	508
USP21	1070	129	230	194	452	307
USP22	36895	5747	15774	11326	19747	17585
USP24	12150	1585	6193	4445	6069	7187
USP25	4441	680	1410	913	3242	3089
USP26	0	0	0	0	0	0
USP27X	269	54	172	140	178	105
USP27X-AS1	96	12	45	40	35	31
USP28	3659	549	1778	1116	2426	2789
USP29	0	0	0	0	0	0
USP3	2319	373	922	630	1452	1369
USP3-AS1	25	3	5	6	15	11
USP30	932	168	279	183	613	444
USP30-AS1	2	0	0	0	0	1
USP31	2012	358	963	681	1293	1125
USP32	27253	3775	7475	5407	15738	15993
USP32P1	80	18	153	106	128	79
USP32P2	137	26	1020	586	521	250
USP33	10407	1694	5157	3042	9107	7547
USP34	15613	2237	7037	5144	10468	10347
USP35	2580	353	1065	668	1156	1012
USP36	2272	354	973	786	1782	1085
USP37	4837	742	2855	1779	3112	3559
USP38	2458	333	1064	753	1230	1391
USP39	7691	1053	3126	2030	3921	4296
USP4	3414	490	905	1002	2022	1852
USP40	3924	574	1950	1156	2902	2675
USP42	770	93	237	202	426	320
USP43	285	39	96	64	61	67
USP44	3	1	1	1	12	5
USP45	1224	188	975	671	801	744
USP46	2555	367	1370	1039	1704	1679
USP46-AS1	122	11	72	48	97	52
USP47	5100	659	3366	2135	3717	3410
USP48	10704	1550	3498	3015	6545	5915
USP49	415	71	99	126	233	185
USP5	7932	1135	3229	2092	4461	5133
USP50	1	0	4	5	1	0
USP51	1259	227	617	503	896	654
USP53	3279	623	884	642	3785	4320
USP54	3645	585	2136	1320	2299	1602
USP6	447	114	133	109	298	368
USP6NL	2799	424	1516	1331	2070	1477
USP7	8137	1034	3465	2562	4511	3978
USP8	4033	528	2110	1461	2713	2505
USP9X	18993	2480	13687	10063	9659	10319
USP9Y	5	1	0	1	3	1
USPL1	2298	303	1400	971	1120	1144
UST	2580	414	1101	742	1179	758
UTF1	0	0	0	0	0	0
UTP11L	3971	589	2212	1215	2926	3130
UTP14A	1710	287	917	605	1604	1023
UTP14C	1876	278	1124	905	747	695
UTP15	2022	251	1833	1114	1402	1362
UTP18	7858	1080	4794	2884	6751	6142
UTP20	6644	883	4789	3257	4476	4481
UTP23	1826	270	1593	989	1634	1261
UTP3	2369	357	1054	852	1712	1325
UTP6	3924	545	2325	1317	2821	2804
UTRN	7210	1097	2212	1683	4411	4953
UTS2	0	1	0	0	6	0
UTS2B	13	0	3	3	8	6
UTS2R	0	0	0	0	0	0
UTY	1	0	0	3	1	1
UVRAG	3214	467	1493	1010	1809	1872
UVSSA	456	80	253	222	295	229
UXS1	3130	494	1436	1127	2676	2691
UXT	1600	249	650	455	1270	1064
UXT-AS1	2	0	4	3	3	4
VAC14	3619	502	752	649	1483	1457
VAC14-AS1	0	0	0	0	1	0
VAMP1	382	71	88	58	262	164
VAMP2	366	63	122	107	218	117
VAMP3	8957	1264	2868	1928	5407	6074
VAMP4	774	94	175	157	437	318
VAMP5	250	54	0	1	71	37
VAMP7	10826	1462	6372	4226	6608	7636
VAMP8	13	4	3	5	12	23
VANGL1	7517	1243	2208	1448	5711	4888
VANGL2	1065	153	214	162	358	170
VAPA	3480	525	3690	2345	2715	3045
VAPB	4354	757	1423	1371	3094	1948
VARS	7697	855	1285	1426	2885	3313
VARS2	3292	486	1397	978	1562	1610
VASH1	357	95	248	242	197	104
VASH2	0	0	45	60	0	1
VASN	332	29	168	84	38	26
VASP	3042	362	843	581	1532	1898
VAT1	39375	5593	8620	6830	23102	19052
VAT1L	0	0	0	1	0	0
VAV1	2	0	0	0	1	1
VAV2	1411	204	276	227	654	472
VAV3	777	116	372	258	554	497
VAV3-AS1	0	0	0	0	0	0
VAX1	26	4	2	4	23	22
VAX2	169	16	66	45	75	52
VBP1	6039	767	5178	3056	4454	5888
VCAM1	3	0	7	4	18	9
VCAN	697	97	458	378	293	735
VCL	6276	924	2709	1831	2766	3125
VCP	19476	2729	11449	6991	10946	12468
VCPIP1	5323	711	2258	2110	2836	2252
VCPKMT	440	55	318	194	300	232
VCX	0	0	0	0	1	0
VCX2	0	0	0	0	0	0
VCX3A	0	0	0	0	0	0
VCX3B	0	0	0	0	0	0
VCY	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0
VDAC1	27793	4004	12730	7495	18095	22486
VDAC2	5084	738	2351	1542	3022	3493
VDAC3	4910	689	3892	2328	2953	3979
VDR	250	33	17	22	139	259
VEGFA	978	244	568	415	1523	834
VEGFB	3556	494	599	434	1390	1302
VEGFC	32	5	18	16	11	13
VENTX	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0
VEPH1	2354	393	500	252	1991	1068
VEZF1	7555	1133	2632	1689	4747	4677
VEZT	2026	255	1223	741	1524	1556
VGF	81087	11097	9288	6585	24245	62771
VGLL1	0	0	0	0	0	0
VGLL2	0	0	0	0	0	0
VGLL3	1	0	2	0	0	0
VGLL4	2452	398	769	535	1751	1229
VHL	3977	637	1385	1084	2223	1733
VHLL	2	0	3	1	2	0
VIL1	0	1	0	0	0	0
VILL	300	45	149	105	167	159
VIM	161186	37805	51069	34627	125533	92677
VIM-AS1	177	21	67	34	203	94
VIMP	1663	269	1463	934	1363	1093
VIP	0	0	0	0	0	0
VIPAS39	1501	250	816	561	970	839
VIPR1	20	1	10	1	11	10
VIPR1-AS1	0	0	0	0	0	0
VIPR2	1	0	0	0	0	0
VIT	0	0	0	0	0	0
VKORC1	4868	905	1391	970	3295	2237
VKORC1L1	4142	617	1358	1243	2746	2234
VLDLR	1449	258	815	500	1032	820
VLDLR-AS1	35	3	14	7	46	35
VMA21	14850	2357	9629	6297	10815	9874
VMAC	484	97	110	62	341	176
VMO1	9	3	9	0	5	3
VMP1	7590	1312	7188	4672	6259	6122
VN1R1	13	2	4	4	9	3
VN1R10P	0	0	0	0	0	0
VN1R2	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0
VNN1	2	0	0	0	1	0
VNN2	2	0	0	0	1	1
VNN3	0	0	0	0	0	0
VOPP1	6414	1108	2104	1395	2682	2386
VPRBP	3034	387	781	738	1880	1447
VPREB1	0	0	0	0	0	0
VPREB3	9	2	2	2	7	4
VPS11	3419	484	1436	956	2260	2033
VPS13A	8224	1246	4102	3093	5687	5675
VPS13A-AS1	0	0	0	1	0	1
VPS13B	5337	776	2290	2115	3761	2462
VPS13C	10363	1555	4582	5233	7667	6294
VPS13D	10569	1513	3391	2630	4770	4599
VPS16	4969	813	2007	1195	3024	2457
VPS18	6090	862	2299	1528	2837	2794
VPS25	1692	287	984	551	1165	1083
VPS26A	4120	498	1745	1557	2850	2562
VPS26B	3268	443	1001	627	1917	1553
VPS28	2689	441	828	492	1885	1211
VPS29	3092	375	1291	923	2410	2342
VPS33A	2391	298	981	654	1349	1494
VPS33B	1507	213	808	560	893	953
VPS35	12712	1850	6839	4505	8624	8437
VPS36	4492	704	2638	1774	2873	2153
VPS37A	1919	250	1125	677	1197	1174
VPS37B	1933	280	520	377	1037	792
VPS37C	763	117	223	143	478	318
VPS37D	138	20	42	25	97	63
VPS39	3707	605	1312	919	2029	1367
VPS41	6456	965	3169	2047	5055	3676
